"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"GGWQ7922","journalArticle","1982","Borstel, G.; Wöhlecke, M.","Spin polarization of photoelectrons emitted from nonmagnetic solids","Physical Review B","","0163-1829","10.1103/PhysRevB.26.1148","https://link.aps.org/doi/10.1103/PhysRevB.26.1148","","1982-08-01","2025-04-14 18:38:50","2025-04-14 18:38:50","2025-04-14 18:38:50","1148-1155","","3","26","","Phys. Rev. B","","","","","","","","en","http://link.aps.org/licenses/aps-default-license","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SDMWEVE5","journalArticle","2008","Nord, Christiane","Persuading by addressing: a functional approach to speech-act comparison","Southern African Linguistics and Applied Language Studies","","1607-3614, 1727-9461","10.2989/SALALS.2008.26.2.8.572","https://www.tandfonline.com/doi/full/10.2989/SALALS.2008.26.2.8.572","","2008-10","2025-04-14 18:38:51","2025-04-14 18:38:51","2025-04-14 18:38:51","283-293","","2","26","","Southern African Linguistics and Applied Language Studies","Persuading by addressing","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5MJN7XMQ","bookSection","2014","Tan, David Wei-Min; Barker, Nick","Intestinal Stem Cells and Their Defining Niche","Current Topics in Developmental Biology","978-0-12-416022-4","","","https://linkinghub.elsevier.com/retrieve/pii/B9780124160224000032","","2014","2025-04-14 18:38:51","2025-04-14 18:38:51","2025-04-14 18:38:51","77-107","","","107","","","","","","","","Elsevier","","en","","","","","DOI.org (Crossref)","","DOI: 10.1016/B978-0-12-416022-4.00003-2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XSMKJ9FX","journalArticle","1999","Vogel, Robert A","Cholesterol lowering and endothelial function","The American Journal of Medicine","","00029343","10.1016/S0002-9343(99)00261-2","https://linkinghub.elsevier.com/retrieve/pii/S0002934399002612","","1999-11","2025-04-14 18:38:52","2025-04-14 18:38:52","2025-04-14 18:38:52","479-487","","5","107","","The American Journal of Medicine","","","","","","","","en","https://www.elsevier.com/tdm/userlicense/1.0/","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4IGMBZ8P","journalArticle","2016","Hsu, K. J.; Rosenthal, A. M.; Miller, D. I.; Bailey, J. M.","Who are gynandromorphophilic men? Characterizing men with sexual interest in transgender women","Psychological Medicine","","0033-2917, 1469-8978","10.1017/S0033291715002317","https://www.cambridge.org/core/product/identifier/S0033291715002317/type/journal_article","Background                                Gynandromorphophilia                 (GAMP) is sexual interest in                 gynandromorphs                 (GAMs; colloquially,                 shemales                 ). GAMs possess a combination of male and female physical characteristics. Thus, GAMP presents a challenge to conventional understandings of sexual orientation as sexual attraction to the male                 v                 . female form. Speculation about GAMP men has included the ideas that they are homosexual, heterosexual, or especially, bisexual.                                                        Method               We compared genital and subjective sexual arousal patterns of GAMP men with those of heterosexual and homosexual men. We also compared these groups on their self-ratings of sexual orientation and sexual interests.                                         Results               GAMP men had arousal patterns similar to those of heterosexual men and different from those of homosexual men. However, compared to heterosexual men, GAMP men were relatively more aroused by GAM erotic stimuli than by female erotic stimuli. GAMP men also scored higher than both heterosexual and homosexual men on a measure of autogynephilia.                                         Conclusions               Results provide clear evidence that GAMP men are not homosexual. They also indicate that GAMP men are especially likely to eroticize the idea of being a woman.","2016-03","2025-04-14 18:38:53","2025-04-14 18:38:53","2025-04-14 18:38:53","819-827","","4","46","","Psychol. Med.","Who are gynandromorphophilic men?","","","","","","","en","https://www.cambridge.org/core/terms","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FTCAYS7V","journalArticle","1993","Hill, Wieland; Wehling, Bernhard","Potential- and pH-dependent surface-enhanced Raman scattering of p-mercapto aniline on silver and gold substrates","The Journal of Physical Chemistry","","0022-3654, 1541-5740","10.1021/j100139a032","https://pubs.acs.org/doi/abs/10.1021/j100139a032","","1993-09","2025-04-14 18:38:53","2025-04-14 18:38:53","2025-04-14 18:38:53","9451-9455","","37","97","","J. Phys. Chem.","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UKNMNYTH","journalArticle","2014","He, Dinggeng; He, Xiaoxiao; Wang, Kemin; Zou, Zhen; Yang, Xue; Li, Xuecai","Remote-Controlled Drug Release from Graphene Oxide-Capped Mesoporous Silica to Cancer Cells by Photoinduced pH-Jump Activation","Langmuir","","0743-7463, 1520-5827","10.1021/la501075c","https://pubs.acs.org/doi/10.1021/la501075c","","2014-06-24","2025-04-14 18:38:54","2025-04-14 18:38:54","2025-04-14 18:38:54","7182-7189","","24","30","","Langmuir","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"F5G76Q3A","journalArticle","2016","Fischer, Inga A.; Augel, Lion; Kropp, Timo; Jitpakdeebodin, Songchai; Franz, Nuno; Oliveira, Filipe; Rolseth, Erlend; Maß, Tobias; Taubner, Thomas; Schulze, Jörg","Ge-on-Si PIN-photodetectors with Al nanoantennas: The effect of nanoantenna size on light scattering into waveguide modes","Applied Physics Letters","","0003-6951, 1077-3118","10.1063/1.4942393","https://pubs.aip.org/apl/article/108/7/071108/31172/Ge-on-Si-PIN-photodetectors-with-Al-nanoantennas","Metallic nanoantennas can be used to enhance the efficiency of optical device operation by re-distributing electromagnetic energy. Here, we investigate the effect of a random distribution of disc-shaped Al nanoantennas of different diameters deposited on Ge-on-Si PIN-photodetectors on the wavelength-dependent responsivity. We compare our experimental results to simulations and find that the largest responsivity enhancement is obtained for wavelengths that correspond to energies at or below the bandgap energy of Ge. We argue that this is the result of antenna-mediated scattering of light into waveguide modes within the Ge-on-Si PIN-photodetectors, which is effectively influenced by nanoantenna size, and we discuss a possible application of the concept for integrated biosensing.","2016-02-15","2025-04-14 18:38:54","2025-04-14 18:38:54","2025-04-14 18:38:54","071108","","7","108","","","Ge-on-Si PIN-photodetectors with Al nanoantennas","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XYZHRAZL","journalArticle","2005","Xu, Zhiqiang; Qi, Zhigang; Kaufman, Arthur","Superior Catalysts for Proton Exchange Membrane Fuel Cells","Electrochemical and Solid-State Letters","","10990062","10.1149/1.1912018","https://iopscience.iop.org/article/10.1149/1.1912018","","2005","2025-04-14 18:38:55","2025-04-14 18:38:55","2025-04-14 18:38:55","A313","","6","8","","Electrochem. Solid-State Lett.","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4DHWAGAB","journalArticle","1991","Van Der Boon, Jeroen; Van Den Thillart, Guido E.E.J.M; Addink, Albert D.F","The effects of cortisol administration on intermediary metabolism in teleost fish","Comparative Biochemistry and Physiology Part A: Physiology","","03009629","10.1016/0300-9629(91)90182-C","https://linkinghub.elsevier.com/retrieve/pii/030096299190182C","","1991-01","2025-04-14 18:38:56","2025-04-14 18:38:56","2025-04-14 18:38:56","47-53","","1","100","","Comparative Biochemistry and Physiology Part A: Physiology","","","","","","","","en","https://www.elsevier.com/tdm/userlicense/1.0/","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IDBMDFYW","journalArticle","2014","Liu, Dandan; Jiang, Xuesong; Yin, Jie","One-Step Interfacial Thiol–Ene Photopolymerization for Metal Nanoparticle-Decorated Microcapsules (MNP@MCs)","Langmuir","","0743-7463, 1520-5827","10.1021/la501531g","https://pubs.acs.org/doi/10.1021/la501531g","","2014-06-24","2025-04-14 18:38:56","2025-04-14 18:38:56","2025-04-14 18:38:56","7213-7220","","24","30","","Langmuir","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XJNQIBRW","journalArticle","2013","Lemire, Joseph A.; Harrison, Joe J.; Turner, Raymond J.","Antimicrobial activity of metals: mechanisms, molecular targets and applications","Nature Reviews Microbiology","","1740-1526, 1740-1534","10.1038/nrmicro3028","https://www.nature.com/articles/nrmicro3028","","2013-06","2025-04-14 18:38:57","2025-04-14 18:38:57","2025-04-14 18:38:57","371-384","","6","11","","Nat Rev Microbiol","Antimicrobial activity of metals","","","","","","","en","http://www.springer.com/tdm","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R7QXXHDU","journalArticle","2001","Kwon, Yongkyung; Whaley, K. Birgitta","Superfluid solvation structure of OCS in helium clusters","The Journal of Chemical Physics","","0021-9606, 1089-7690","10.1063/1.1392379","https://pubs.aip.org/jcp/article/115/22/10146/946115/Superfluid-solvation-structure-of-OCS-in-helium","We make a detailed study of the local solvation structure and energetics of an OCS molecule in clusters of He4 at finite temperatures. Calculations are made with the path integral Monte Carlo method, incorporating the exchange permutation symmetry of the bosonic He4 atoms. Analysis of the local extent of superfluidity is made with an approximate exchange path estimator developed previously. The sensitivity of the helium solvation structure to the interaction potential is examined with calculations for two recently published He–OCS potentials, and the vibrational shift of the antisymmetric OCS vibration is estimated from a set of vibrationally adiabatic potentials. We comment on possible effects of molecular rotation on the local solvation structure, and discuss the microscopic two-fluid analysis of the rotational spectroscopy of OCS in HeN4.","2001-12-08","2025-04-14 18:38:57","2025-04-14 18:38:57","2025-04-14 18:38:57","10146-10153","","22","115","","","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9SJHUK9R","journalArticle","1997","Zhang, Xiaxian; Price, John C.","Susceptibility of a mesoscopic superconducting ring","Physical Review B","","0163-1829, 1095-3795","10.1103/PhysRevB.55.3128","https://link.aps.org/doi/10.1103/PhysRevB.55.3128","","1997-02-01","2025-04-14 18:38:58","2025-04-14 18:38:58","2025-04-14 18:38:58","3128-3140","","5","55","","Phys. Rev. B","","","","","","","","en","http://link.aps.org/licenses/aps-default-license","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QJR3CXZS","journalArticle","1989","Krendl, Kathy A.; Broihier, Mary C.; Fleetwood, Cynthia","Children and Computers: Do Sex-Related Differences Persist?","Journal of Communication","","0021-9916, 1460-2466","10.1111/j.1460-2466.1989.tb01042.x","https://academic.oup.com/joc/article/39/3/85-93/4210565","","1989-09-01","2025-04-14 18:38:59","2025-04-14 18:38:59","2025-04-14 18:38:59","85-93","","3","39","","","Children and Computers","","","","","","","en","http://doi.wiley.com/10.1002/tdm_license_1.1","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5Q5Z9R9H","journalArticle","1997","Fukuoka, Hiroshi; Isami, Toshiyuki; Yamanaka, Shoji","Superconductivity of Alkali Metal Intercalated Niobate with a Layered Perovskite Structure","Chemistry Letters","","0366-7022, 1348-0715","10.1246/cl.1997.703","https://academic.oup.com/chemlett/article/26/8/703/7401667","Abstract             Alkali metal intercalated compounds of a layer structured perovskite, KCa2Nb3O10, have been prepared by the reaction with n-butyllithium or alkali metal azides, AN3 (A = Li and Na). The magnetic susceptibility measurements showed that the compounds became superconductors with transition temperatures ranging from 3 - 6 K.","1997-08-01","2025-04-14 18:38:59","2025-04-14 18:38:59","2025-04-14 18:38:59","703-704","","8","26","","","","","","","","","","en","https://academic.oup.com/pages/standard-publication-reuse-rights","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QC8PM3XR","journalArticle","1968","Dabney, William M.; Walsh, Richard","The Writings of Christopher Gadsden, 1746-1805","The William and Mary Quarterly","","00435597","10.2307/1920832","https://www.jstor.org/stable/1920832?origin=crossref","","1968-01","2025-04-14 18:39:00","2025-04-14 18:39:00","2025-04-14 18:39:00","151","","1","25","","The William and Mary Quarterly","","","","","","","","","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93NRNX32","journalArticle","1994","Vijayan, M.M.; Reddy, P.K.; Leatherland, J.F.; Moon, T.W.","The Effects of Cortisol on Hepatocyte Metabolism in Rainbow Trout: A Study Using the Steroid Analogue RU486","General and Comparative Endocrinology","","00166480","10.1006/gcen.1994.1160","https://linkinghub.elsevier.com/retrieve/pii/S0016648084711609","","1994-10","2025-04-14 18:39:01","2025-04-14 18:39:01","2025-04-14 18:39:01","75-84","","1","96","","General and Comparative Endocrinology","The Effects of Cortisol on Hepatocyte Metabolism in Rainbow Trout","","","","","","","en","https://www.elsevier.com/tdm/userlicense/1.0/","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GXZV8I2A","journalArticle","2014","Samolia, Madhu; Kumar, T. J. Dhilip","Hydrogen Sorption Efficiency of Titanium-Functionalized Mg–BN Framework","The Journal of Physical Chemistry C","","1932-7447, 1932-7455","10.1021/jp501722z","https://pubs.acs.org/doi/10.1021/jp501722z","","2014-05-22","2025-04-14 18:39:02","2025-04-14 18:39:02","2025-04-14 18:39:02","10859-10866","","20","118","","J. Phys. Chem. C","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MK935NUW","journalArticle","2014","Lai, Jingjing; Fu, Wenxin; Zhu, Lin; Guo, Ruohai; Liang, Dehai; Li, Zhibo; Huang, Yanbin","Fibril Aggregates Formed by a Glatiramer-Mimicking Random Copolymer of Amino Acids","Langmuir","","0743-7463, 1520-5827","10.1021/la501622t","https://pubs.acs.org/doi/10.1021/la501622t","","2014-06-24","2025-04-14 18:39:02","2025-04-14 18:39:02","2025-04-14 18:39:02","7221-7226","","24","30","","Langmuir","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TN9XWDKQ","journalArticle","2016","Dejong, Chris A; Chen, Gregory M; Li, Haoxin; Johnston, Chad W; Edwards, Mclean R; Rees, Philip N; Skinnider, Michael A; Webster, Andrew L H; Magarvey, Nathan A","Polyketide and nonribosomal peptide retro-biosynthesis and global gene cluster matching","Nature Chemical Biology","","1552-4450, 1552-4469","10.1038/nchembio.2188","https://www.nature.com/articles/nchembio.2188","","2016-12","2025-04-14 18:39:03","2025-04-14 18:39:03","2025-04-14 18:39:03","1007-1014","","12","12","","Nat Chem Biol","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RCT86T5U","journalArticle","2010","Gibson, Daniel G; Smith, Hamilton O; Hutchison, Clyde A; Venter, J Craig; Merryman, Chuck","Chemical synthesis of the mouse mitochondrial genome","Nature Methods","","1548-7091, 1548-7105","10.1038/nmeth.1515","https://www.nature.com/articles/nmeth.1515","","2010-11","2025-04-14 18:39:03","2025-04-14 18:39:03","2025-04-14 18:39:03","901-903","","11","7","","Nat Methods","","","","","","","","en","http://www.springer.com/tdm","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SP6C6ECA","journalArticle","1899","Brooks, W. K.","<i>The Wonderful Century</i> . By Alfred Russell Wallace.","Science","","0036-8075, 1095-9203","10.1126/science.9.223.511","https://www.science.org/doi/10.1126/science.9.223.511","","1899-04-07","2025-04-14 18:39:04","2025-04-14 18:39:04","2025-04-14 18:39:04","511-513","","223","9","","Science","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\egarlock.UOTTAWA\Zotero\storage\4VSI2CXU\Brooks - 1899 - The Wonderful Century . By Alfred Russell Wallace..pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R5Q7H7XY","journalArticle","2013","Beaumont","Narrative Middles: Navigating the Nineteenth-Century British Novel, edited by Caroline Levine and Mario Ortiz-Robles","Victorian Studies","","00425222","10.2979/victorianstudies.55.3.565","https://muse.jhu.edu/article/523270","","2013","2025-04-14 18:39:06","2025-04-14 18:39:06","2025-04-14 18:39:06","565","","3","55","","Victorian Studies","Narrative Middles","","","","","","","","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XK4NFTCL","journalArticle","2014","Erencia, Marisa; Cano, Francisco; Tornero, Jose A.; Macanás, Jorge; Carrillo, Fernando","Resolving the Electrospinnability Zones and Diameter Prediction for the Electrospinning of the Gelatin/Water/Acetic Acid System","Langmuir","","0743-7463, 1520-5827","10.1021/la501183f","https://pubs.acs.org/doi/10.1021/la501183f","","2014-06-24","2025-04-14 18:39:06","2025-04-14 18:39:06","2025-04-14 18:39:06","7198-7205","","24","30","","Langmuir","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LG836PB9","journalArticle","2012","Sewpersad, Shirveen; Omondi, Bernard; Van Zyl, Werner E.","Bis[ <i>O</i> -propyl (4-ethoxyphenyl)dithiophosphonato-κ<sup>2</sup> <i>S</i> , <i>S</i> ′]nickel(II)","Acta Crystallographica Section E Structure Reports Online","","1600-5368","10.1107/S1600536812047368","https://journals.iucr.org/paper?S1600536812047368","","2012-12-15","2025-04-14 18:39:07","2025-04-14 18:39:07","2025-04-14 18:39:07","m1534-m1534","","12","68","","Acta Crystallogr E Struct Rep Online","","","","","","","","","","","","","DOI.org (Crossref)","","","","C:\Users\egarlock.UOTTAWA\Zotero\storage\LJG6SX7S\Sewpersad et al. - 2012 - Bis[ O -propyl (4-ethoxyphenyl)dithiophosphonato-κ2 S , S ′]nickel(I.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"S6FHISRL","journalArticle","2016","Yusof, Enis Nadia Md; Jotani, Mukesh M.; Tiekink, Edward R. T.; Ravoof, Thahira B. S. A.","2-[(1 <i>E</i> )-({[(Benzylsulfanyl)methanethioyl]amino}imino)methyl]-6-methoxyphenol: crystal structure and Hirshfeld surface analysis","Acta Crystallographica Section E Crystallographic Communications","","2056-9890","10.1107/S2056989016004291","https://journals.iucr.org/paper?S2056989016004291","The title dithiocarbazate ester, C               16               H               16               N               2               O               2               S               2               , comprises two almost planar residues,               i.e               . the phenyl ring and the remaining 14 non-H atoms (r.m.s. deviation = 0.0410 Å). These are orientated perpendicularly, forming a dihedral angle of 82.72 (5)°. An intramolecular hydroxy-O—H...N(imine) hydrogen bond, leading to an               S               (6) loop, is noted. An analysis of the geometric parameters is consistent with the molecule existing as the thione tautomer, and the conformation about the C=N bond is               E               . The thione S and imine H atoms lie to the same side of the molecule, facilitating the formation of intermolecular N—H...S hydrogen bonds leading to eight-membered {...HNCS}               2               synthons in the crystal. These aggregates are connected by phenyl-C—H...O(hydroxy) interactions into a supramolecular layer in the               bc               plane; these stack with no directional interactions between them. An analysis of the Hirshfeld surface confirms the nature of the intermolecular interactions.","2016-04-01","2025-04-14 18:39:08","2025-04-14 18:39:08","2025-04-14 18:39:08","516-521","","4","72","","Acta Crystallogr E Cryst Commun","2-[(1 <i>E</i> )-({[(Benzylsulfanyl)methanethioyl]amino}imino)methyl]-6-methoxyphenol","","","","","","","","","","","","DOI.org (Crossref)","","","","C:\Users\egarlock.UOTTAWA\Zotero\storage\4QQBLBBK\Yusof et al. - 2016 - 2-[(1 E )-({[(Benzylsulfanyl)methanethioyl]amino}imino)methyl]-6-methoxyphenol crystal struc.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A7I9ZNBM","journalArticle","1995","Bouman, O. T.; Curtin, D.; Campbell, C. A.; Biederbeck, V. O.; Ukrainetz, H.","Soil Acidification from Long‐Term Use of Anhydrous Ammonia and Urea","Soil Science Society of America Journal","","0361-5995, 1435-0661","10.2136/sssaj1995.03615995005900050039x","https://acsess.onlinelibrary.wiley.com/doi/10.2136/sssaj1995.03615995005900050039x","Abstract                            Acidity generated by N fertilizers depends on factors such as the composition of the fertilizer, climatic and soil conditions, and the crops grown. Our objective was to quantify the acidifying effects of urea and anhydrous NH               3               when used as fertilizers for cereal production in Saskatchewan, Canada. The fertilizers were injected annually (at 10‐cm depth) into a medium‐textured, moderately acid (pH ≈5.5) Typic Haploboroll, at rates of 0, 45, 90, and 180 kg N ha               −1               for 9 yr. Soil acidity increased as N application rate increased, with anhydrous NH               3               causing greater acidification than urea. Although pH values as low as 4.3 were recorded in soil treated with anhydrous NH               3               , KCl‐exchangeable acidity remained low. The major effect of acidification was a depletion of exchangeable Ca and Mg. The solubility of Mn (but not Al) increased substantially as pH decreased, with solution concentrations of almost 30 mg Mn L               −1               being recorded 6 d after injection of NH               3               . Acidity generated by anhydrous NH               3               compared well with values predicted assuming that all of the applied NH               3               was oxidized to NO               3               −               (with the production of 1 mol H               +               mol               −1               of N) and that these protons were partly neutralized by OH               −               released when NO               3               −               was taken up and assimilated by plants. Acidification due to export of bases in grain was insignificant because wheat (               Triticum aestivum               L.) and barley (               Hordeum vulgare               L.) remove only a slight excess of cations over anions. Urea failed to realize its full acidification potential because of an apparent loss of urea‐N from the soil by NH               3               volatilization.","1995-09","2025-04-14 18:39:10","2025-04-14 18:39:10","2025-04-14 18:39:10","1488-1494","","5","59","","Soil Science Soc of Amer J","","","","","","","","en","http://onlinelibrary.wiley.com/termsAndConditions#vor","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CE5H6BJQ","journalArticle","1971","Cary, John; Freiberg, Malcolm","Journals of the House of Representatives of Massachusetts","The William and Mary Quarterly","","00435597","10.2307/1918842","https://www.jstor.org/stable/1918842?origin=crossref","","1971-07","2025-04-14 18:39:10","2025-04-14 18:39:10","2025-04-14 18:39:10","515","","3","28","","The William and Mary Quarterly","","","","","","","","","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BFAIECAB","journalArticle","1981","Inoue, Shoshi; Nishimura, Mikio; Yasunaga, Tatsuya; Takemoto, Hiroyuki; Toyoshima, Yoshinori","Studies on the phase transition in the single lamellar liposomes. 3. Kinetic behavior of the phase transition","The Journal of Physical Chemistry","","0022-3654, 1541-5740","10.1021/j150610a026","https://pubs.acs.org/doi/abs/10.1021/j150610a026","","1981-05","2025-04-14 18:39:11","2025-04-14 18:39:11","2025-04-14 18:39:11","1401-1405","","10","85","","J. Phys. Chem.","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YAGD5YSK","journalArticle","2014","Benkő, Mária; Király, László A.; Puskás, Sándor; Király, Zoltán","Complexation of β-Cyclodextrin with a Gemini Surfactant Studied by Isothermal Titration Microcalorimetry and Surface Tensiometry","Langmuir","","0743-7463, 1520-5827","10.1021/la501386j","https://pubs.acs.org/doi/10.1021/la501386j","","2014-06-17","2025-04-14 18:39:12","2025-04-14 18:39:12","2025-04-14 18:39:12","6756-6762","","23","30","","Langmuir","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6587M8AE","journalArticle","2016","Brauner, Asher; Fridman, Ofer; Gefen, Orit; Balaban, Nathalie Q.","Distinguishing between resistance, tolerance and persistence to antibiotic treatment","Nature Reviews Microbiology","","1740-1526, 1740-1534","10.1038/nrmicro.2016.34","https://www.nature.com/articles/nrmicro.2016.34","","2016-05","2025-04-14 18:39:13","2025-04-14 18:39:13","2025-04-14 18:39:13","320-330","","5","14","","Nat Rev Microbiol","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"784NATPC","journalArticle","2017","Eberle, Alexander; Nosek, Adrian; Büttner, Johannes; Markert, Thomas; Trixler, Frank","Growing low-dimensional supramolecular crystals directly from 3D particles","CrystEngComm","","1466-8033","10.1039/C6CE02348G","https://xlink.rsc.org/?DOI=C6CE02348G","","2017","2025-04-14 18:39:13","2025-04-14 18:39:13","2025-04-14 18:39:13","1417-1426","","10","19","","CrystEngComm","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\egarlock.UOTTAWA\Zotero\storage\Y4UIMJFJ\Eberle et al. - 2017 - Growing low-dimensional supramolecular crystals directly from 3D particles.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WEPH9UDH","journalArticle","2009","Batarseh, Mufeed; El-Hasan, Tayel","Toxic Element Levels in the Phosphate Deposits of Central Jordan","Soil and Sediment Contamination: An International Journal","","1532-0383, 1549-7887","10.1080/15320380802660214","https://www.tandfonline.com/doi/full/10.1080/15320380802660214","","2009-02-03","2025-04-14 18:39:14","2025-04-14 18:39:14","2025-04-14 18:39:14","205-215","","2","18","","Soil and Sediment Contamination: An International Journal","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZEGM9WY3","journalArticle","2014","Lampen, P.; Bingham, N. S.; Phan, M. H.; Srikanth, H.; Yi, H. T.; Cheong, S. W.","Macroscopic phase diagram and magnetocaloric study of metamagnetic transitions in the spin chain system Ca 3 Co 2 O 6","Physical Review B","","1098-0121, 1550-235X","10.1103/PhysRevB.89.144414","https://link.aps.org/doi/10.1103/PhysRevB.89.144414","","2014-04-15","2025-04-14 18:39:15","2025-04-14 18:39:15","2025-04-14 18:39:15","144414","","14","89","","Phys. Rev. B","","","","","","","","en","http://link.aps.org/licenses/aps-default-license","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
